RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
12459,55914507,Davis,766,France,Female,39,6,75729.91,2,0,0,109275.34,0
12460,96285215,Brown,537,France,Male,23,10,34322.23,3,1,1,66728.49,1
12461,59387016,Davis,396,France,Female,41,1,140883.1,2,1,1,147037.43,1
12462,45641296,Brown,728,France,Female,25,3,236940.26,4,1,0,59667.81,1
12463,95782116,Miller,816,France,Male,21,0,82600.1,2,1,0,53107.87,1
12464,37594211,Brown,779,France,Male,26,2,238181.69,3,1,0,74959.06,0
12465,11604638,Smith,780,France,Male,42,8,10678.26,4,1,0,73465.24,1
12466,62570409,Jones,489,Germany,Male,52,0,87092.15,2,1,1,134132.66,0
12467,57110659,Smith,526,Spain,Male,22,0,90532.44,4,1,1,100334.23,1
12468,47275609,Jones,729,Spain,Male,28,5,238920.48,2,0,1,121618.34,0
12469,53046114,Jones,837,France,Female,64,8,13785.02,2,0,0,24173.36,1
12470,14782851,Davis,528,Spain,Male,22,6,227874.42,4,1,0,46174.84,1
12471,50571913,Jones,472,Spain,Female,45,4,169462.97,1,1,0,60783.03,1
12472,58128473,Davis,767,Spain,Female,59,7,25371.66,4,1,1,54972.0,1
12473,49214139,Brown,732,Spain,Female,63,0,88894.09,3,0,1,109596.26,1
12474,59565342,Davis,365,Spain,Male,50,6,140594.19,3,0,0,28869.55,0
12475,36986916,Davis,662,Spain,Female,68,7,30911.0,3,1,1,133266.51,1
12476,23595142,Johnson,795,Germany,Female,43,6,200384.1,4,1,1,96730.0,1
12477,85200950,Davis,696,Germany,Female,52,9,62314.88,2,1,1,48367.6,0
12478,68304852,Smith,658,Germany,Male,54,10,100961.75,2,0,1,54502.67,1
12479,95037835,Davis,490,Spain,Male,22,6,3492.17,2,0,1,81923.0,0
12480,49079986,Jones,777,Germany,Female,66,6,11030.21,1,0,1,98358.68,1
12481,90295235,Jones,778,Spain,Male,54,1,194093.41,2,1,1,141219.29,0
12482,59377291,Smith,605,Spain,Female,48,8,90138.45,2,1,0,32687.13,1
12483,12337252,Jones,523,France,Female,67,0,99568.88,3,0,0,127994.86,1
12484,76443402,Miller,773,Spain,Male,40,10,244711.62,4,0,0,139349.84,1
12485,51782756,Johnson,614,Spain,Male,23,10,67701.76,1,0,0,134577.35,1
12486,58616083,Davis,783,France,Male,62,8,75846.31,4,0,1,34836.41,1
12487,38472198,Miller,410,France,Male,37,7,96573.26,1,1,0,147428.55,0
12488,81335092,Miller,570,France,Female,48,1,65724.94,2,0,0,146837.15,1
12489,25951617,Brown,760,France,Male,39,0,154321.59,3,0,0,67701.21,0
12490,90827370,Davis,487,Spain,Male,29,9,191881.22,4,0,0,50655.32,0
12491,15914337,Brown,432,France,Female,30,7,15769.08,3,1,1,89173.35,1
12492,40725893,Davis,789,France,Female,33,4,199314.53,4,1,0,108192.95,1
12493,96185811,Jones,812,Spain,Female,23,7,205227.34,4,1,0,51725.24,1
12494,37031155,Miller,771,Germany,Female,59,8,65894.02,3,1,1,132262.56,1
12495,48063907,Brown,509,Spain,Female,46,10,33427.76,1,0,0,130447.69,1
12496,75174513,Johnson,584,Spain,Female,45,2,239661.87,4,0,0,58679.72,1
12497,97383452,Smith,754,Spain,Male,46,9,201413.87,2,1,0,45766.91,1
12498,67567797,Johnson,711,Spain,Male,30,2,201589.85,1,0,0,40606.75,0
12499,93406227,Miller,370,Germany,Female,41,7,99163.51,1,0,1,55952.38,0
12500,93435170,Smith,716,Spain,Male,37,5,235392.96,2,1,1,142382.36,1
12501,27552958,Miller,364,Germany,Female,24,2,236680.38,4,1,0,55842.58,1
12502,78670740,Smith,634,Germany,Male,30,3,62186.81,2,0,0,11850.73,1
12503,98815493,Johnson,437,France,Male,45,0,94202.29,1,1,0,139534.96,0
12504,99776672,Miller,382,France,Male,25,10,195559.61,3,1,0,17176.12,1
12505,91976094,Smith,465,Spain,Female,60,0,170277.52,1,0,0,129665.48,1
12506,12565463,Davis,404,Germany,Male,29,10,31437.16,3,0,0,68359.07,1
12507,23302068,Brown,777,France,Female,41,6,-2832.15,2,0,1,105301.7,1
12508,97468808,Johnson,631,France,Female,28,10,226841.06,1,1,0,45553.26,1
12509,34578267,Johnson,624,Germany,Female,21,7,16134.68,4,1,1,11822.93,0
12510,77096608,Johnson,546,France,Female,45,0,132897.03,1,0,0,92906.82,0
12511,25218192,Brown,376,France,Male,64,10,36497.61,3,1,0,80415.12,0
12512,25371432,Smith,768,Germany,Female,44,4,144986.92,1,0,0,8842.93,0
12513,13250473,Johnson,508,Germany,Female,21,4,76198.7,1,1,1,15472.57,0
12514,42294846,Miller,712,France,Female,41,7,204743.3,1,0,1,8965.98,1
12515,20545812,Jones,788,Spain,Female,21,7,110264.75,3,0,0,29865.42,1
12516,22505289,Brown,416,France,Male,42,9,156592.26,4,1,1,98030.68,1
12517,93836980,Brown,423,Germany,Female,22,7,13902.84,2,0,1,71934.71,0
12518,86058250,Davis,827,France,Male,67,4,184529.14,2,0,0,101743.66,0
12519,96068108,Davis,374,France,Female,37,10,95109.26,4,0,0,46162.57,1
12520,49257070,Davis,569,Germany,Male,63,0,50858.87,4,1,1,103600.36,1
12521,22645089,Smith,774,Germany,Male,26,6,178954.13,4,1,0,56153.58,0
12522,34441255,Brown,835,France,Female,61,7,95144.33,1,1,0,56363.95,0
12523,25348715,Miller,781,Spain,Female,48,7,196236.74,4,0,0,75830.4,0
12524,65631282,Brown,544,Spain,Male,49,1,84921.89,4,0,0,96622.05,1
12525,43999627,Smith,839,Spain,Male,21,7,199767.0,4,0,1,33390.41,1
12526,28270991,Smith,529,Spain,Female,36,9,98599.65,4,1,0,66212.24,1
12527,11488678,Williams,512,Germany,Male,32,10,184710.44,3,1,1,96395.05,0
12528,38448356,Brown,520,Spain,Male,60,5,31560.72,3,1,0,146953.82,1
12529,15017067,Smith,659,Germany,Male,28,3,108951.91,3,1,0,123395.84,0
12530,42722083,Brown,447,France,Male,23,2,48310.26,4,0,0,129299.59,1
12531,62036856,Miller,713,France,Male,22,1,63678.66,4,1,1,140097.16,0
12532,91083899,Williams,616,Spain,Female,49,6,50961.83,3,0,1,128442.9,0
12533,10967299,Smith,584,France,Male,61,10,62220.84,2,1,0,81793.47,1
12534,34553913,Smith,699,Spain,Female,71,10,158642.61,3,0,1,60877.38,1
12535,82926230,Davis,391,Spain,Female,67,2,179857.76,3,1,1,96682.15,1
12536,13169995,Johnson,770,Germany,Male,22,9,239882.92,2,1,0,59044.39,1
12537,84241991,Miller,841,Germany,Male,29,7,157082.82,4,1,1,148971.77,0
12538,63338491,Johnson,413,France,Female,41,6,59900.79,1,0,0,98220.16,1
12539,42262347,Brown,775,Germany,Male,22,8,28748.48,4,1,0,123603.98,1
12540,39150263,Davis,834,Germany,Male,22,1,192149.88,3,1,1,20692.09,0
12541,23457435,Smith,825,Spain,Female,35,10,64258.82,2,1,1,109011.52,1
12542,37730470,Brown,440,Germany,Female,49,8,130402.99,3,0,0,147750.12,0
12543,24919868,Johnson,570,Germany,Female,59,10,98898.27,3,1,0,11577.91,0
12544,89551623,Jones,378,Germany,Male,40,5,237776.98,3,1,0,122227.0,1
12545,32947182,Jones,375,France,Male,51,9,230980.51,3,1,0,123165.84,1
12546,93964796,Johnson,774,Germany,Male,45,7,238583.4,2,0,0,91158.98,1
12547,75435941,Smith,715,Germany,Female,57,6,157188.18,2,0,1,80291.91,1
12548,15317017,Johnson,613,Spain,Male,56,7,105944.44,4,1,1,135913.77,0
12549,71305693,Brown,821,France,Female,18,10,149377.26,1,1,0,139675.45,0
12550,50969132,Johnson,600,Germany,Male,23,8,148453.02,1,1,0,123061.39,1
12551,82655650,Williams,381,France,Female,20,6,84154.76,2,0,1,104451.7,0
12552,27646438,Smith,700,France,Female,35,1,183198.8,4,0,1,110641.64,0
12553,24234774,Jones,838,Germany,Male,24,7,77215.48,2,1,0,83146.65,1
12554,68172878,Jones,623,Germany,Male,24,7,64939.95,4,0,0,17780.98,1
12555,41603998,Miller,521,Spain,Female,48,7,107720.9,1,0,0,61843.84,0
12556,29689834,Williams,828,France,Male,28,6,31581.41,3,1,1,110495.22,0
12557,33203995,Brown,717,Germany,Male,44,4,232110.74,1,0,0,122323.68,1
12558,70655835,Miller,548,Germany,Male,47,7,240393.15,4,0,1,61401.54,0
12559,39082217,Jones,816,Spain,Female,42,3,88045.58,4,1,0,150741.1,1
12560,35357566,Johnson,710,Spain,Male,24,0,188678.48,3,0,1,96343.01,1
12561,81683244,Smith,826,Spain,Male,62,0,192686.87,4,0,0,98464.77,0
12562,93870782,Jones,606,Germany,Female,36,6,78615.07,3,1,0,49577.4,1
12563,70629734,Davis,363,France,Female,41,4,47825.33,1,0,1,91793.75,1
12564,25936715,Miller,538,Germany,Female,59,6,85196.98,4,1,0,72944.91,1
12565,32683610,Brown,611,Spain,Male,41,8,250616.62,3,0,1,141288.06,0
12566,85498704,Smith,486,Spain,Male,19,3,187525.87,3,1,0,121040.52,1
12567,30868273,Smith,547,Spain,Male,27,10,215287.54,3,0,0,132585.24,1
12568,10935212,Williams,681,Germany,Male,54,6,80232.09,2,1,0,109912.02,1
12569,95340261,Smith,804,Spain,Female,39,1,222001.05,3,0,0,113744.65,0
12570,32382082,Williams,619,Spain,Female,27,4,238633.41,1,0,0,33976.91,0
12571,99971274,Miller,760,Spain,Male,66,7,170493.47,2,0,1,128075.07,1
12572,52741332,Jones,447,Spain,Female,61,9,35320.08,3,1,0,119464.69,1
12573,30496959,Johnson,588,France,Male,22,6,52914.06,2,1,1,9126.98,1
12574,94500798,Miller,384,France,Male,59,6,46144.45,2,1,1,149043.55,1
12575,45154515,Johnson,599,France,Male,40,10,33297.09,3,0,0,124791.16,0
12576,20601656,Johnson,552,Germany,Male,22,3,194352.75,4,0,0,53451.19,1
12577,35250238,Miller,570,Spain,Female,37,6,229273.43,3,0,0,31150.77,0
12578,93705278,Miller,797,Germany,Female,44,7,134685.07,4,0,1,32842.33,0
12579,12806504,Williams,516,France,Male,48,4,179766.01,4,0,1,144052.59,0
12580,85453692,Davis,829,Spain,Female,46,1,60706.04,1,0,1,32224.64,1
12581,86979319,Williams,806,France,Male,62,6,106262.96,2,0,1,48854.88,1
12582,18854297,Brown,672,Germany,Male,43,1,48299.03,4,1,0,83244.74,1
12583,84999886,Smith,803,Germany,Male,23,7,23812.61,2,0,1,109744.59,1
12584,74546386,Jones,384,France,Male,32,10,72392.82,3,1,1,52824.15,1
12585,34940988,Jones,665,Spain,Male,25,5,247308.43,4,1,1,132466.95,1
12586,34037301,Jones,484,Spain,Male,24,2,74556.85,3,1,1,61707.41,0
12587,91904626,Jones,763,Spain,Male,56,2,187005.9,4,0,0,63599.47,0
12588,38548253,Smith,780,Germany,Male,32,5,127810.08,4,0,0,47983.68,1
12589,53230232,Miller,499,France,Female,21,10,223340.29,4,1,0,48752.5,0
12590,22344924,Davis,522,Spain,Male,62,7,244285.61,1,0,1,34757.39,1
12591,73721142,Williams,536,France,Male,70,10,108941.54,2,1,0,27698.34,1
12592,39169179,Jones,713,Spain,Male,60,7,184082.84,3,1,1,39297.17,0
12593,51420223,Davis,764,Germany,Female,69,2,204219.07,2,1,0,28772.84,1
12594,85872519,Davis,801,France,Female,42,3,93630.93,4,0,0,53645.43,1
12595,31343805,Jones,522,Germany,Female,51,7,176560.86,4,0,0,26205.99,0
12596,80193934,Williams,523,Germany,Male,56,2,103435.03,3,1,0,148244.51,1
12597,53617051,Brown,524,Spain,Male,46,3,89844.91,3,0,1,83244.76,0
12598,51090069,Miller,804,France,Male,23,5,181093.26,1,1,1,61375.39,1
12599,74449555,Brown,393,Germany,Female,43,7,22734.99,1,1,1,93429.53,1
12600,24224464,Johnson,750,France,Male,49,7,76142.5,3,0,1,110847.15,0
12601,91828345,Brown,431,Germany,Female,39,0,198585.24,4,0,1,119891.95,1
12602,78625202,Smith,494,Spain,Female,67,4,121982.54,3,1,0,100451.01,1
12603,36695673,Davis,777,Germany,Male,36,10,150195.47,4,1,1,92794.92,0
12604,81363827,Jones,529,France,Female,66,4,136429.46,4,1,0,50102.11,1
12605,46277169,Smith,680,Germany,Male,22,1,236727.99,4,0,1,151987.34,1
12606,68913133,Brown,843,Spain,Male,28,7,204737.73,2,1,0,54921.54,1
12607,69994021,Williams,758,France,Male,24,9,133054.21,1,1,0,98233.44,1
12608,15365002,Davis,410,Spain,Male,28,10,191535.71,4,0,1,41667.24,0
12609,46491727,Jones,814,Spain,Female,68,9,234821.3,1,0,1,145215.29,0
12610,64476454,Davis,703,Germany,Male,63,1,202461.94,4,1,1,128606.03,0
12611,63238983,Johnson,820,Germany,Female,24,10,63382.23,3,0,0,122661.42,1
12612,12120615,Smith,762,Germany,Male,23,10,25329.75,4,1,0,143587.76,1
12613,10460816,Smith,651,Spain,Female,21,0,123997.39,4,0,0,72742.77,0
12614,68861618,Brown,704,Germany,Female,35,10,145620.77,1,0,1,117794.31,0
12615,46592010,Davis,686,Germany,Female,31,2,31680.87,3,1,1,137077.66,1
12616,76501021,Smith,706,Spain,Male,43,9,169458.43,4,0,1,64225.93,0
12617,39551106,Williams,526,France,Female,60,5,236963.55,1,1,0,56741.74,0
12618,58916090,Jones,595,Spain,Male,19,4,188889.66,1,0,1,99017.35,0
12619,36080287,Brown,498,Spain,Female,48,8,15209.11,2,0,1,130449.95,0
12620,15618811,Brown,736,France,Female,44,8,185123.56,1,1,0,98884.29,1
12621,96136211,Miller,739,France,Male,43,4,180506.24,4,0,1,147472.67,1
12622,33016906,Davis,792,France,Male,47,5,241140.41,3,0,0,33423.0,1
12623,83224389,Johnson,726,Spain,Male,45,9,119482.28,4,1,1,145590.82,1
12624,60628629,Williams,676,France,Male,21,6,1803.65,4,0,0,95679.76,1
12625,44049697,Miller,767,France,Female,18,10,180939.38,1,1,1,70233.16,0
12626,41685636,Davis,706,Spain,Female,22,6,89209.43,2,1,1,129141.98,1
12627,15068354,Miller,545,Spain,Female,36,1,118310.43,4,0,0,43726.12,1
12628,21565963,Johnson,474,Spain,Male,41,4,170933.62,2,0,0,44936.67,1
12629,27605537,Brown,530,Germany,Male,48,6,228869.99,1,1,0,53479.85,0
12630,77996339,Jones,852,France,Female,35,1,170584.48,4,0,0,53168.88,1
12631,20722204,Brown,747,Germany,Male,40,6,187933.08,2,0,0,32633.94,0
12632,45441601,Brown,769,Spain,Male,36,6,60641.85,4,1,0,59889.05,0
12633,24763625,Brown,701,France,Male,58,2,135406.1,1,1,1,56095.47,0
12634,56126207,Williams,714,Spain,Female,29,5,103855.12,2,0,1,58779.97,0
12635,81117438,Johnson,716,Germany,Male,26,5,183980.08,1,0,0,61019.52,0
12636,37630377,Williams,788,Spain,Female,22,6,144336.98,3,0,0,146146.09,1
12637,45798310,Williams,817,Spain,Female,22,0,32431.29,2,1,0,148315.14,1
12638,48552020,Miller,429,Spain,Female,23,3,51765.67,1,0,1,142773.81,1
12639,11246607,Jones,412,France,Male,22,10,235143.3,2,1,0,19514.95,1
12640,48738806,Smith,699,Spain,Female,51,0,20156.45,1,1,1,98739.72,1
12641,21416660,Jones,682,Germany,Male,20,4,102253.17,1,0,1,143593.73,1
12642,24190608,Davis,571,Germany,Female,42,7,27702.14,2,0,1,71487.23,1
12643,85982199,Smith,490,Germany,Female,62,6,199681.59,3,1,1,50471.14,1
12644,57211244,Davis,604,France,Female,49,4,174884.0,1,1,1,100731.98,0
12645,83760582,Jones,422,France,Male,50,7,168186.67,2,0,0,100612.52,0
12646,17617166,Jones,779,Spain,Female,71,6,96503.47,1,1,1,56679.65,1
12647,15619056,Johnson,638,France,Male,55,7,95650.21,3,1,1,32262.96,0
12648,32271110,Jones,618,France,Male,63,2,223656.25,3,1,0,114282.92,1
12649,22181535,Miller,833,France,Female,45,6,209688.02,2,1,0,34787.85,1
12650,95687048,Miller,529,France,Female,22,7,7379.51,2,0,0,48652.78,0
12651,90566884,Davis,445,Germany,Male,21,7,30143.51,1,0,1,37405.87,1
12652,47165150,Jones,818,Germany,Female,22,0,227288.59,2,0,0,137437.81,0
12653,90122503,Williams,390,France,Female,61,4,181352.32,3,1,0,114753.21,1
12654,86293530,Davis,391,Spain,Male,42,1,135112.69,1,1,0,43985.12,0
12655,67965886,Smith,419,Germany,Male,37,4,50669.52,3,0,1,94258.58,0
12656,83708701,Williams,761,Spain,Male,27,6,80026.9,3,1,0,134756.0,1
12657,50691203,Johnson,577,Germany,Male,28,7,226035.35,1,0,0,96323.01,1
12658,42439048,Jones,770,France,Female,23,10,249840.49,1,1,1,29586.06,1
12659,25882059,Williams,708,Germany,Male,66,3,139428.79,1,1,1,134632.32,1
12660,74296534,Brown,729,France,Male,28,6,39975.76,2,0,0,127901.13,0
12661,32774767,Williams,548,France,Male,50,7,24916.67,2,0,1,151827.08,0
12662,41271579,Johnson,636,France,Male,21,0,5141.59,4,0,1,99396.7,0
12663,89418594,Miller,836,Germany,Female,61,6,188052.41,2,1,1,37120.91,1
12664,25997045,Jones,662,Spain,Male,44,4,66218.41,2,0,1,55879.56,0
12665,55240807,Smith,721,France,Female,23,5,39052.94,1,1,0,131337.12,1
12666,13782704,Johnson,422,France,Female,22,4,209718.9,2,0,0,81995.75,0
12667,97732589,Jones,791,France,Male,18,9,186393.1,2,0,1,29858.27,1
12668,40196419,Williams,809,France,Female,28,7,186666.11,4,0,1,84166.15,0
12669,69107364,Smith,362,France,Female,34,9,32100.19,2,0,0,80505.48,1
12670,62496487,Jones,717,France,Male,40,1,147256.06,2,0,0,45484.82,0
12671,30068714,Johnson,628,Spain,Male,60,4,244052.24,2,0,0,43614.01,1
12672,59867057,Smith,465,Spain,Male,58,10,203842.29,1,0,1,95179.59,1
12673,65238693,Johnson,709,Germany,Female,62,4,32832.34,3,0,0,97365.67,1
12674,93957650,Jones,684,Germany,Male,29,10,154494.65,2,0,0,116475.56,1
12675,44451035,Johnson,397,France,Female,56,10,61237.54,2,0,0,59688.98,0
12676,96372958,Johnson,701,Germany,Female,46,2,205919.61,4,0,0,145017.16,1
12677,94808649,Jones,454,Spain,Male,53,1,166705.84,2,0,0,129844.96,0
12678,79259600,Miller,815,Germany,Male,39,2,193523.79,1,0,0,70705.69,0
12679,56012489,Johnson,536,Spain,Male,68,7,120428.53,3,0,1,111396.76,1
12680,73411488,Williams,774,Spain,Female,63,4,82346.1,1,0,0,119924.71,1
12681,94156952,Davis,587,Germany,Female,67,3,87448.69,1,0,1,34054.92,1
12682,83407257,Davis,529,Spain,Male,54,9,91523.59,4,1,1,105327.7,1
12683,14778681,Smith,379,France,Female,44,0,222.53,4,0,1,121926.23,1
12684,31011672,Jones,369,Germany,Female,21,7,50405.87,2,0,0,149922.1,1
12685,15077004,Brown,366,Spain,Male,36,6,99444.4,4,0,1,90894.52,1
12686,64533020,Jones,628,Spain,Male,23,9,56999.7,1,1,0,72024.46,1
12687,53751335,Brown,515,Spain,Male,43,9,177769.33,3,1,0,53046.92,1
12688,42584531,Smith,682,Germany,Female,58,7,199735.21,3,1,1,51076.91,0
12689,34409679,Miller,415,France,Female,39,7,39133.5,2,0,0,14611.7,1
12690,72462537,Jones,422,Spain,Female,51,7,205797.79,4,1,0,132034.31,1
12691,56125429,Johnson,391,Germany,Male,58,5,4304.67,4,0,0,57121.94,1
12692,17735751,Brown,838,France,Male,45,0,163323.67,1,1,1,55601.69,1
12693,15525824,Miller,399,France,Male,30,10,82024.43,1,1,1,97081.57,1
12694,76581718,Jones,589,Germany,Female,22,8,198085.59,2,0,0,99595.97,0
12695,72323313,Brown,418,Spain,Female,21,8,175380.78,1,0,1,97916.22,0
12696,68903131,Smith,774,Spain,Female,39,5,236447.93,4,1,1,133868.96,1
12697,98826508,Williams,787,France,Female,48,4,199811.63,2,1,1,125420.36,1
12698,61100697,Davis,410,France,Female,40,1,190951.88,3,0,1,8052.19,1
12699,60291464,Smith,687,France,Female,25,9,219385.99,3,0,1,126533.57,1
12700,82362241,Davis,375,France,Female,28,6,20283.51,4,1,1,59307.64,0
12701,66777479,Johnson,611,Germany,Female,49,3,42290.29,3,1,1,112996.89,0
12702,78814049,Smith,716,Germany,Male,49,9,82094.12,3,1,0,143219.75,1
12703,32167492,Johnson,586,France,Male,59,6,160114.75,3,1,0,125683.01,1
12704,65348975,Smith,705,Germany,Male,20,2,208257.86,3,1,0,144636.57,0
12705,68042358,Davis,753,France,Female,64,0,204982.15,4,0,0,101013.84,0
12706,42253897,Brown,423,France,Female,40,10,99865.85,1,1,0,118388.99,1
12707,12625336,Jones,651,Germany,Female,53,0,192274.95,3,0,1,60867.11,0
12708,50712958,Jones,809,Germany,Male,46,10,191604.13,1,0,0,29277.93,1
12709,79525848,Davis,549,Germany,Male,65,4,58420.81,1,0,0,63182.06,0
12710,39140328,Williams,620,Spain,Male,44,9,68258.37,2,0,1,30966.49,1
12711,99392396,Smith,747,France,Male,21,2,200473.8,2,0,0,150420.67,0
12712,26877252,Williams,674,Spain,Male,27,2,244975.72,2,1,0,47561.03,0
12713,20013076,Smith,338,Spain,Female,21,3,147618.18,2,0,0,50262.14,1
12714,56354350,Johnson,623,Spain,Male,41,6,201102.28,1,0,1,35421.51,1
12715,94621802,Johnson,527,France,Female,40,1,244832.98,3,0,1,114322.53,0
12716,32981639,Miller,582,France,Female,19,2,18626.41,2,1,0,90859.82,1
12717,16223041,Johnson,772,Germany,Male,60,9,241492.8,4,1,0,83500.48,1
12718,23409400,Miller,623,France,Female,62,0,129112.43,4,1,0,39813.82,1
12719,68538347,Johnson,708,Germany,Female,51,7,229068.26,1,0,1,132778.01,0
12720,23698936,Smith,377,France,Female,69,7,94155.95,4,0,1,31597.0,1
12721,18585451,Brown,723,France,Female,59,7,244943.53,1,0,0,58321.86,1
12722,12999263,Smith,586,France,Male,23,9,198374.55,2,0,1,146135.85,0
12723,10055733,Brown,388,Spain,Female,49,8,30591.48,1,0,0,32469.11,0
12724,15251359,Smith,458,Spain,Male,59,0,90026.59,2,0,0,90474.24,1
12725,31307488,Williams,548,Germany,Male,22,3,100579.32,4,0,0,21127.0,1
12726,74981597,Williams,620,Germany,Male,40,0,38014.56,1,0,0,69542.62,1
12727,74385871,Jones,539,France,Male,59,0,167609.75,1,1,0,35518.29,1
12728,26442674,Johnson,661,Spain,Male,20,0,84591.73,4,0,0,56246.86,0
12729,74708018,Brown,390,Spain,Female,31,5,170712.55,3,0,0,47845.64,1
12730,68358438,Smith,767,Spain,Female,44,3,184648.54,4,0,1,30531.59,0
12731,26558906,Johnson,590,Spain,Female,50,1,158410.07,2,1,0,141007.27,1
12732,82521200,Williams,659,Spain,Female,59,10,174942.39,3,1,1,128870.67,1
12733,80893282,Miller,358,Germany,Female,58,3,59703.69,4,0,1,137395.59,1
12734,33648014,Johnson,424,Spain,Female,67,9,154028.75,3,1,1,129950.42,1
12735,12512981,Smith,536,France,Female,29,10,168707.92,4,1,0,91958.25,0
12736,53552553,Brown,390,Spain,Male,21,3,16562.63,2,0,0,114121.02,0
12737,84792223,Brown,720,Germany,Male,36,3,164109.13,2,1,1,42738.37,1
12738,49340856,Smith,386,Germany,Female,27,3,99037.36,3,0,0,113202.17,1
12739,84423391,Davis,618,France,Female,60,7,232439.61,2,0,1,33866.46,1
12740,48188735,Smith,751,Spain,Male,47,2,62790.36,4,1,0,130851.26,1
12741,23610729,Brown,724,Spain,Male,26,0,60899.23,2,0,1,33318.58,1
12742,53199762,Williams,762,Spain,Male,35,10,148816.48,3,1,0,97397.46,1
12743,54704309,Brown,781,France,Male,28,5,235042.98,4,1,0,74924.73,0
12744,39767386,Miller,680,France,Male,21,2,187799.69,4,0,0,133273.9,1
12745,26753260,Davis,526,Germany,Female,43,3,204938.29,1,0,1,108589.56,1
12746,13529378,Brown,741,Germany,Female,27,7,61501.95,2,1,0,54494.12,1
12747,49673931,Smith,756,Spain,Female,71,9,193397.61,4,0,0,95852.64,1
12748,86533269,Johnson,497,France,Female,22,10,49365.87,4,0,0,117668.69,1
12749,71040951,Brown,409,Spain,Female,38,10,207419.21,4,0,1,52067.35,1
12750,34380281,Miller,409,Germany,Female,60,4,42004.01,4,0,1,99373.97,1
12751,46140709,Davis,529,Germany,Female,48,10,5095.22,1,0,0,30880.65,1
12752,87617156,Smith,786,France,Male,41,1,170350.99,4,1,0,90118.66,1
12753,35147086,Williams,778,Germany,Female,48,0,204800.38,3,1,1,34142.79,1
12754,79654219,Miller,543,Spain,Male,37,5,229669.72,2,1,1,83501.15,1
12755,24853641,Johnson,778,Spain,Male,63,0,232335.8,2,0,1,56128.01,1
12756,36204175,Miller,632,Spain,Female,48,4,239303.88,3,0,0,26303.32,0
12757,37665062,Brown,391,Spain,Male,25,10,80281.65,3,0,1,97109.66,0
12758,54205148,Williams,529,Spain,Female,42,4,68957.59,2,0,1,122701.32,1
12759,31173789,Brown,603,Germany,Male,60,6,53844.88,3,0,1,146850.15,1
12760,40849185,Williams,809,Germany,Female,22,10,182566.62,4,0,0,147342.03,1
12761,81418654,Miller,465,Spain,Female,51,5,190139.59,1,1,0,148755.27,0
12762,44249772,Davis,383,Spain,Male,66,5,204688.68,3,1,1,41558.55,0
12763,85417301,Jones,524,Spain,Female,41,8,37559.84,3,0,1,152433.82,0
12764,48610204,Smith,710,Germany,Female,70,1,18986.77,1,0,0,42559.71,0
12765,73080250,Smith,603,Germany,Female,69,0,64565.37,3,1,1,136484.24,1
12766,71822609,Jones,423,Germany,Male,43,10,202591.64,4,1,0,81432.21,0
12767,53316164,Jones,849,Germany,Female,60,9,245101.78,3,0,1,145306.54,1
12768,78135266,Davis,571,Germany,Female,68,7,179056.4,4,0,1,109498.29,1
12769,60200811,Brown,789,Spain,Male,33,0,73535.88,2,0,0,95075.49,0
12770,42339976,Brown,777,Germany,Male,30,3,14804.26,2,0,1,117081.44,1
12771,70484235,Williams,695,France,Female,52,7,220390.34,3,1,1,108952.11,1
12772,27936680,Smith,623,Germany,Female,40,3,210424.91,1,1,1,49606.35,1
12773,99341810,Brown,754,Germany,Female,60,7,185915.44,2,0,1,109686.98,1
12774,14332195,Davis,429,France,Male,40,4,237171.49,2,1,1,112298.32,1
12775,65839009,Johnson,599,Spain,Female,43,5,93417.97,2,1,1,96639.74,1
12776,43842176,Johnson,424,France,Female,42,7,183117.54,3,1,0,101651.2,1
12777,90704301,Brown,834,Germany,Male,36,10,130896.63,4,1,1,55203.42,1
12778,34546484,Jones,773,France,Female,42,0,18221.07,1,0,1,133039.66,1
12779,21998629,Brown,720,Spain,Male,60,3,243571.48,1,1,1,48060.09,0
12780,32301823,Jones,637,Germany,Female,32,8,237960.47,1,0,0,58710.32,1
12781,29500644,Davis,856,Spain,Female,70,8,126648.91,2,1,1,28670.66,1
12782,57846611,Smith,619,Spain,Female,70,8,165382.07,2,1,1,99689.65,0
12783,35824596,Davis,391,Germany,Male,22,7,212535.62,2,0,1,111572.98,0
12784,41761430,Smith,452,Germany,Female,67,9,144505.67,4,0,1,84145.21,0
12785,47143657,Johnson,819,France,Male,42,0,82143.27,3,1,0,31192.69,1
12786,98775092,Smith,539,Spain,Female,67,9,13767.93,4,1,0,61557.52,0
12787,87870953,Davis,682,France,Male,27,3,47110.98,1,0,0,97773.98,0
12788,17289363,Smith,675,France,Male,40,10,93073.96,1,1,1,70482.98,0
12789,77895415,Williams,526,France,Male,21,3,236539.56,2,0,1,131627.34,1
12790,92025725,Jones,391,France,Male,26,7,68731.36,2,1,1,66231.05,1
12791,53872819,Johnson,522,Spain,Female,60,7,249899.71,4,1,0,18514.34,1
12792,20049591,Miller,538,France,Male,69,10,221179.6,2,1,1,124412.27,1
12793,17809843,Brown,846,Germany,Female,23,10,247464.75,2,1,0,56115.83,0
